time,f(t),IIR_CFE,Grunwald,exponential,recursive,shiftAvg1,shiftAvg9,shiftAvg5,shiftAvg3,shiftAvg8
0.2100,0.9963,1.6242,1.6141,0.0000,0.0000,1.9228,1.7336,1.8238,1.8095,1.7550
0.2200,0.9864,1.3636,1.4526,0.0000,0.0000,1.8016,1.5649,1.6454,1.6412,1.5881
0.2300,0.9703,1.2820,1.2797,0.0000,0.0000,1.6692,1.3833,1.4532,1.4593,1.4082
0.2400,0.9482,1.0049,1.0969,0.0000,0.0000,1.5264,1.1901,1.2484,1.2651,1.2166
0.2500,0.9203,0.9013,0.9053,0.0000,0.0000,1.3741,0.9868,1.0326,1.0600,1.0145
0.2600,0.8866,0.6125,0.7063,0.0000,0.0000,1.2133,0.7747,0.8138,0.8453,0.8035
0.2700,0.8473,0.4925,0.5012,0.0000,0.0000,1.0449,0.5552,0.5871,0.6225,0.5849
0.2800,0.8028,0.1969,0.2913,0.0000,0.0000,0.8700,0.3299,0.3542,0.3931,0.3601
0.2900,0.7533,0.0664,0.0781,0.0000,0.0000,0.6897,0.1037,0.1166,0.1585,0.1308
0.3000,0.6991,-0.2305,-0.1370,0.0000,0.0000,0.5051,-0.1253,-0.1240,-0.0796,-0.1016
0.3100,0.6406,-0.3655,-0.3526,0.0000,0.0000,0.3173,-0.3555,-0.3660,-0.3198,-0.3357
0.3200,0.5781,-0.6585,-0.5674,0.0000,0.0000,0.1276,-0.5854,-0.6079,-0.5499,-0.5698
0.3300,0.5120,-0.7922,-0.7798,0.0000,0.0000,-0.0629,-0.8134,-0.8480,-0.7788,-0.7958
0.3400,0.4426,-1.0758,-0.9886,0.0000,0.0000,-0.2531,-1.0381,-1.0848,-1.0048,-1.0186
0.3500,0.3706,-1.2025,-1.1924,0.0000,0.0000,-0.4416,-1.2580,-1.3167,-1.2264,-1.2369
0.3600,0.2962,-1.4715,-1.3898,0.0000,0.0000,-0.6274,-1.4717,-1.5423,-1.4423,-1.4492
0.3700,0.2200,-1.5857,-1.5796,0.0000,0.0000,-0.8093,-1.6754,-1.7561,-1.6510,-1.6541
0.3800,0.1424,-1.8352,-1.7606,0.0000,0.0000,-0.9862,-1.8701,-1.9607,-1.8511,-1.8502
0.3900,0.0639,-1.9319,-1.9316,0.0000,0.0000,-1.1569,-2.0545,-2.1546,-2.0413,-2.0363
0.4000,-0.0149,-2.1575,-2.0915,0.0000,0.0000,-1.3204,-2.2275,-2.3365,-2.2203,-2.2111
0.4100,-0.0937,-2.2324,-2.2393,0.0000,0.0000,-1.4757,-2.3879,-2.5054,-2.3870,-2.3736
0.4200,-0.1719,-2.4299,-2.3739,0.0000,0.0000,-1.6218,-2.5347,-2.6600,-2.5404,-2.5226
0.4300,-0.2490,-2.4791,-2.4947,0.0000,0.0000,-1.7578,-2.6669,-2.7994,-2.6793,-2.6573
0.4400,-0.3246,-2.6454,-2.6006,0.0000,0.0000,-1.8829,-2.7837,-2.9227,-2.8029,-2.7766
0.4500,-0.3982,-2.6658,-2.6912,0.0000,0.0000,-1.9963,-2.8843,-3.0290,-2.9104,-2.8800
0.4600,-0.4692,-2.7984,-2.7658,0.0000,0.0000,-2.0972,-2.9616,-3.1177,-3.0010,-2.9665
0.4700,-0.5374,-2.7877,-2.8239,0.0000,0.0000,-2.1851,-3.0215,-3.1882,-3.0743,-3.0358
0.4800,-0.6022,-2.8846,-2.8651,0.0000,0.0000,-2.2594,-3.0634,-3.2399,-3.1296,-3.0873
0.4900,-0.6633,-2.8414,-2.8891,0.0000,0.0000,-2.3196,-3.0871,-3.2726,-3.1665,-3.1208
0.5000,-0.7202,-2.9019,-2.8958,0.0000,0.0000,-2.3654,-3.0924,-3.2838,-3.1850,-3.1358
0.5100,-0.7726,-2.8254,-2.8851,0.0000,0.0000,-2.3965,-3.0790,-3.2755,-3.1847,-3.1325
0.5200,-0.8203,-2.8494,-2.8571,0.0000,0.0000,-2.4126,-3.0472,-3.2478,-3.1657,-3.1107
0.5300,-0.8628,-2.7400,-2.8119,0.0000,0.0000,-2.4137,-2.9970,-3.2010,-3.1281,-3.0705
0.5400,-0.9000,-2.7283,-2.7497,0.0000,0.0000,-2.3998,-2.9286,-3.1351,-3.0721,-3.0087
0.5500,-0.9315,-2.5871,-2.6711,0.0000,0.0000,-2.3710,-2.8426,-3.0506,-2.9980,-2.9291
0.5600,-0.9573,-2.5415,-2.5763,0.0000,0.0000,-2.3274,-2.7393,-2.9480,-2.9062,-2.8323
0.5700,-0.9771,-2.3705,-2.4660,0.0000,0.0000,-2.2694,-2.6194,-2.8280,-2.7973,-2.7187
0.5800,-0.9908,-2.2933,-2.3410,0.0000,0.0000,-2.1972,-2.4836,-2.6912,-2.6720,-2.5891
0.5900,-0.9984,-2.0954,-2.2018,0.0000,0.0000,-2.1113,-2.3327,-2.5384,-2.5311,-2.4443
0.6000,-0.9997,-1.9899,-2.0494,0.0000,0.0000,-2.0123,-2.1677,-2.3707,-2.3753,-2.2852
0.6100,-0.9949,-1.7685,-1.8848,0.0000,0.0000,-1.9007,-1.9894,-2.1889,-2.2057,-2.1126
0.6200,-0.9838,-1.6387,-1.7089,0.0000,0.0000,-1.7774,-1.7990,-1.9944,-2.0233,-1.9277
0.6300,-0.9666,-1.3979,-1.5228,0.0000,0.0000,-1.6429,-1.5977,-1.7881,-1.8292,-1.7316
0.6400,-0.9434,-1.2482,-1.3277,0.0000,0.0000,-1.4983,-1.3867,-1.5715,-1.6211,-1.5255
0.6500,-0.9143,-0.9928,-1.1248,0.0000,0.0000,-1.3443,-1.1673,-1.3444,-1.4039,-1.3106
0.6600,-0.8795,-0.8281,-0.9153,0.0000,0.0000,-1.1819,-0.9408,-1.1097,-1.1789,-1.0883
0.6700,-0.8393,-0.5630,-0.7005,0.0000,0.0000,-1.0122,-0.7086,-0.8688,-0.9474,-0.8600
0.6800,-0.7938,-0.3887,-0.4818,0.0000,0.0000,-0.8362,-0.4722,-0.6232,-0.7110,-0.6270
0.6900,-0.7434,-0.1193,-0.2604,0.0000,0.0000,-0.6550,-0.2330,-0.3743,-0.4709,-0.3908
0.7000,-0.6884,0.0591,-0.0379,0.0000,0.0000,-0.4697,0.0076,-0.1237,-0.2287,-0.1528
0.7100,-0.6291,0.3274,0.1846,0.0000,0.0000,-0.2815,0.2479,0.1270,0.0140,0.0855
0.7200,-0.5658,0.5044,0.4055,0.0000,0.0000,-0.0916,0.4866,0.3764,0.2559,0.3226
0.7300,-0.4991,0.7660,0.6235,0.0000,0.0000,0.0990,0.7222,0.6228,0.4955,0.5570
0.7400,-0.4292,0.9360,0.8373,0.0000,0.0000,0.2889,0.9531,0.8647,0.7311,0.7874
0.7500,-0.3567,1.1857,1.0455,0.0000,0.0000,0.4770,1.1781,1.1007,0.9615,1.0123
0.7600,-0.2819,1.3435,1.2468,0.0000,0.0000,0.6622,1.3956,1.3293,1.1852,1.2302
0.7700,-0.2054,1.5760,1.4401,0.0000,0.0000,0.8432,1.6044,1.5491,1.4009,1.4400
0.7800,-0.1276,1.7166,1.6241,0.0000,0.0000,1.0190,1.8031,1.7587,1.6071,1.6401
0.7900,-0.0490,1.9273,1.7976,0.0000,0.0000,1.1884,1.9906,1.9568,1.8026,1.8295
0.8000,0.0299,2.0461,1.9596,0.0000,0.0000,1.3505,2.1656,2.1422,1.9862,2.0070
0.8100,0.1086,2.2309,2.1091,0.0000,0.0000,1.5041,2.3271,2.3138,2.1569,2.1714
0.8200,0.1866,2.3240,2.2452,0.0000,0.0000,1.6484,2.4740,2.4731,2.3135,2.3218
0.8300,0.2635,2.4792,2.3670,0.0000,0.0000,1.7824,2.6055,2.6165,2.4550,2.4572
0.8400,0.3387,2.5434,2.4738,0.0000,0.0000,1.9053,2.7208,2.7431,2.5807,2.5767
0.8500,0.4118,2.6662,2.5649,0.0000,0.0000,2.0164,2.8191,2.8522,2.6897,2.6797
0.8600,0.4824,2.6988,2.6398,0.0000,0.0000,2.1149,2.8998,2.9430,2.7814,2.7655
0.8700,0.5499,2.7870,2.6979,0.0000,0.0000,2.2002,2.9625,3.0152,2.8552,2.8336
0.8800,0.6140,2.7864,2.7390,0.0000,0.0000,2.2719,3.0066,3.0681,2.9107,2.8845
0.8900,0.6744,2.8389,2.7627,0.0000,0.0000,2.3294,3.0321,3.1015,2.9475,2.9171
0.9000,0.7305,2.8041,2.7690,0.0000,0.0000,2.3724,3.0386,3.1153,2.9654,2.9309
0.9100,0.7820,2.8204,2.7578,0.0000,0.0000,2.4007,3.0262,3.1093,2.9643,2.9260
0.9200,0.8287,2.7515,2.7292,0.0000,0.0000,2.4140,2.9950,3.0835,2.9443,2.9024
0.9300,0.8703,2.7321,2.6833,0.0000,0.0000,2.4123,2.9451,3.0383,2.9054,2.8602
0.9400,0.9064,2.6299,2.6205,0.0000,0.0000,2.3955,2.8769,2.9738,2.8479,2.7998
0.9500,0.9369,2.5762,2.5411,0.0000,0.0000,2.3639,2.7908,2.8905,2.7722,2.7215
0.9600,0.9615,2.4423,2.4457,0.0000,0.0000,2.3175,2.6872,2.7889,2.6788,2.6257
0.9700,0.9802,2.3565,2.3348,0.0000,0.0000,2.2568,2.5670,2.6696,2.5682,2.5132
0.9800,0.9928,2.1936,2.2091,0.0000,0.0000,2.1819,2.4307,2.5335,2.4411,2.3846
0.9900,0.9991,2.0785,2.0695,0.0000,0.0000,2.0935,2.2793,2.3813,2.2984,2.2407
1.0000,0.9993,1.8898,1.9168,0.0000,0.0000,1.9921,2.1137,2.2141,2.1409,2.0825
1.0100,0.9932,1.7491,1.7519,0.0000,0.0000,1.8783,1.9350,2.0328,1.9696,1.9109
1.0200,0.9810,1.5385,1.5758,0.0000,0.0000,1.7527,1.7442,1.8387,1.7856,1.7269
1.0300,0.9627,1.3765,1.3898,0.0000,0.0000,1.6163,1.5426,1.6328,1.5901,1.5318
1.0400,0.9383,1.1485,1.1949,0.0000,0.0000,1.4698,1.3313,1.4166,1.3842,1.3268
1.0500,0.9082,0.9700,0.9923,0.0000,0.0000,1.3142,1.1117,1.1914,1.1693,1.1131
1.0600,0.8723,0.7295,0.7834,0.0000,0.0000,1.1504,0.8853,0.9586,0.9467,0.8921
1.0700,0.8311,0.5397,0.5694,0.0000,0.0000,0.9794,0.6533,0.7196,0.7178,0.6652
1.0800,0.7847,0.2920,0.3516,0.0000,0.0000,0.8023,0.4172,0.4760,0.4840,0.4338
1.0900,0.7333,0.0962,0.1315,0.0000,0.0000,0.6202,0.1786,0.2292,0.2467,0.1993
1.1000,0.6775,-0.1532,-0.0897,0.0000,0.0000,0.4343,-0.0612,-0.0192,0.0076,-0.0368
1.1100,0.6174,-0.3494,-0.3105,0.0000,0.0000,0.2457,-0.3006,-0.2676,-0.2320,-0.2730
1.1200,0.5534,-0.5950,-0.5296,0.0000,0.0000,0.0555,-0.5381,-0.5144,-0.4706,-0.5079
1.1300,0.4861,-0.7861,-0.7455,0.0000,0.0000,-0.1350,-0.7723,-0.7583,-0.7066,-0.7400
1.1400,0.4157,-1.0223,-0.9570,0.0000,0.0000,-0.3247,-1.0016,-0.9975,-0.9386,-0.9678
1.1500,0.3427,-1.2029,-1.1627,0.0000,0.0000,-0.5123,-1.2248,-1.2307,-1.1652,-1.1899
1.1600,0.2675,-1.4247,-1.3614,0.0000,0.0000,-0.6968,-1.4403,-1.4563,-1.3849,-1.4049
1.1700,0.1908,-1.5895,-1.5518,0.0000,0.0000,-0.8769,-1.6468,-1.6730,-1.5963,-1.6116
1.1800,0.1128,-1.7919,-1.7327,0.0000,0.0000,-1.0516,-1.8431,-1.8793,-1.7982,-1.8085
1.1900,0.0341,-1.9364,-1.9030,0.0000,0.0000,-1.2197,-2.0280,-2.0741,-1.9892,-1.9945
1.2000,-0.0448,-2.1150,-2.0616,0.0000,0.0000,-1.3802,-2.2002,-2.2561,-2.1682,-2.1683
1.2100,-0.1234,-2.2349,-2.2075,0.0000,0.0000,-1.5321,-2.3587,-2.4241,-2.3341,-2.3290
1.2200,-0.2013,-2.3858,-2.3399,0.0000,0.0000,-1.6745,-2.5025,-2.5772,-2.4858,-2.4755
1.2300,-0.2778,-2.4776,-2.4579,0.0000,0.0000,-1.8065,-2.6308,-2.7143,-2.6224,-2.6070
1.2400,-0.3527,-2.5976,-2.5607,0.0000,0.0000,-1.9273,-2.7427,-2.8346,-2.7431,-2.7224
1.2500,-0.4254,-2.6584,-2.6478,0.0000,0.0000,-2.0360,-2.8375,-2.9373,-2.8470,-2.8213
1.2600,-0.4954,-2.7452,-2.7185,0.0000,0.0000,-2.1321,-2.9147,-3.0218,-2.9335,-2.9028
1.2700,-0.5623,-2.7729,-2.7725,0.0000,0.0000,-2.2149,-2.9737,-3.0876,-3.0021,-2.9666
1.2800,-0.6258,-2.8248,-2.8094,0.0000,0.0000,-2.2839,-3.0142,-3.1342,-3.0521,-3.0123
1.2900,-0.6853,-2.8183,-2.8289,0.0000,0.0000,-2.3387,-3.0359,-3.1614,-3.0834,-3.0394
1.3000,-0.7406,-2.8344,-2.8310,0.0000,0.0000,-2.3789,-3.0388,-3.1690,-3.0958,-3.0479
1.3100,-0.7913,-2.7933,-2.8157,0.0000,0.0000,-2.4043,-3.0227,-3.1570,-3.0893,-3.0377
1.3200,-0.8370,-2.7739,-2.7829,0.0000,0.0000,-2.4148,-2.9878,-3.1253,-3.0639,-3.0089
1.3300,-0.8775,-2.6987,-2.7330,0.0000,0.0000,-2.4102,-2.9344,-3.0742,-3.0198,-2.9617
1.3400,-0.9126,-2.6447,-2.6662,0.0000,0.0000,-2.3907,-2.8626,-3.0041,-2.9572,-2.8963
1.3500,-0.9420,-2.5368,-2.5829,0.0000,0.0000,-2.3562,-2.7731,-2.9153,-2.8764,-2.8131
1.3600,-0.9655,-2.4500,-2.4838,0.0000,0.0000,-2.3071,-2.6663,-2.8084,-2.7781,-2.7127
1.3700,-0.9830,-2.3116,-2.3693,0.0000,0.0000,-2.2437,-2.5429,-2.6841,-2.6628,-2.5956
1.3800,-0.9944,-2.1947,-2.2402,0.0000,0.0000,-2.1662,-2.4036,-2.5431,-2.5312,-2.4627
1.3900,-0.9996,-2.0287,-2.0973,0.0000,0.0000,-2.0753,-2.2494,-2.3863,-2.3841,-2.3147
1.4000,-0.9986,-1.8850,-1.9414,0.0000,0.0000,-1.9715,-2.0813,-2.2147,-2.2225,-2.1525
1.4100,-0.9914,-1.6951,-1.7737,0.0000,0.0000,-1.8554,-1.9001,-2.0294,-2.0473,-1.9772
1.4200,-0.9780,-1.5288,-1.5950,0.0000,0.0000,-1.7277,-1.7071,-1.8315,-1.8597,-1.7899
1.4300,-0.9585,-1.3193,-1.4065,0.0000,0.0000,-1.5893,-1.5035,-1.6222,-1.6608,-1.5913
1.4400,-0.9331,-1.1347,-1.2094,0.0000,0.0000,-1.4410,-1.2906,-1.4028,-1.4518,-1.3830
1.4500,-0.9018,-0.9104,-1.0049,0.0000,0.0000,-1.2838,-1.0696,-1.1748,-1.2340,-1.1664
1.4600,-0.8649,-0.7127,-0.7943,0.0000,0.0000,-1.1185,-0.8419,-0.9394,-1.0088,-0.9427
1.4700,-0.8227,-0.4787,-0.5789,0.0000,0.0000,-0.9463,-0.6090,-0.6982,-0.7777,-0.7135
1.4800,-0.7753,-0.2731,-0.3599,0.0000,0.0000,-0.7682,-0.3724,-0.4528,-0.5419,-0.4800
1.4900,-0.7231,-0.0349,-0.1389,0.0000,0.0000,-0.5853,-0.1334,-0.2045,-0.3030,-0.2437
1.5000,-0.6664,0.1730,0.0829,0.0000,0.0000,-0.3988,0.1065,0.0450,-0.0625,-0.0062
1.5100,-0.6056,0.4100,0.3040,0.0000,0.0000,-0.2097,0.3456,0.2942,0.1781,0.2312
1.5200,-0.5409,0.6146,0.5231,0.0000,0.0000,-0.0194,0.5826,0.5416,0.4174,0.4669
1.5300,-0.4730,0.8448,0.7389,0.0000,0.0000,0.1710,0.8160,0.7856,0.6539,0.6995
1.5400,-0.4020,1.0408,0.9499,0.0000,0.0000,0.3604,1.0443,1.0247,0.8860,0.9275
1.5500,-0.3286,1.2588,1.1549,0.0000,0.0000,0.5475,1.2661,1.2573,1.1124,1.1495
1.5600,-0.2531,1.4409,1.3526,0.0000,0.0000,0.7312,1.4801,1.4821,1.3316,1.3642
1.5700,-0.1761,1.6417,1.5418,0.0000,0.0000,0.9104,1.6848,1.6977,1.5423,1.5702
1.5800,-0.0979,1.8050,1.7213,0.0000,0.0000,1.0839,1.8790,1.9027,1.7431,1.7663
1.5900,-0.0192,1.9840,1.8899,0.0000,0.0000,1.2507,2.0615,2.0959,1.9329,1.9511
1.6000,0.0597,2.1241,2.0467,0.0000,0.0000,1.4097,2.2312,2.2760,2.1104,2.1236
1.6100,0.1382,2.2771,2.1906,0.0000,0.0000,1.5599,2.3870,2.4419,2.2746,2.2828
1.6200,0.2159,2.3901,2.3208,0.0000,0.0000,1.7004,2.5280,2.5926,2.4244,2.4275
1.6300,0.2922,2.5138,2.4364,0.0000,0.0000,1.8303,2.6532,2.7271,2.5589,2.5569
1.6400,0.3666,2.5966,2.5367,0.0000,0.0000,1.9488,2.7619,2.8447,2.6772,2.6703
1.6500,0.4388,2.6882,2.6212,0.0000,0.0000,2.0552,2.8535,2.9445,2.7787,2.7669
1.6600,0.5083,2.7384,2.6892,0.0000,0.0000,2.1488,2.9272,3.0260,2.8626,2.8460
1.6700,0.5746,2.7958,2.7404,0.0000,0.0000,2.2290,2.9828,3.0887,2.9285,2.9073
1.6800,0.6373,2.8120,2.7744,0.0000,0.0000,2.2953,3.0197,3.1321,2.9760,2.9504
1.6900,0.6961,2.8342,2.7911,0.0000,0.0000,2.3474,3.0379,3.1560,3.0047,2.9749
1.7000,0.7505,2.8155,2.7903,0.0000,0.0000,2.3849,3.0372,3.1603,3.0146,2.9807
1.7100,0.8003,2.8022,2.7720,0.0000,0.0000,2.4075,3.0175,3.1449,3.0055,2.9679
1.7200,0.8451,2.7489,2.7363,0.0000,0.0000,2.4151,2.9791,3.1099,2.9774,2.9364
1.7300,0.8846,2.7007,2.6836,0.0000,0.0000,2.4077,2.9222,3.0556,2.9307,2.8865
1.7400,0.9186,2.6138,2.6140,0.0000,0.0000,2.3853,2.8470,2.9822,2.8655,2.8184
1.7500,0.9469,2.5323,2.5281,0.0000,0.0000,2.3481,2.7542,2.8903,2.7822,2.7327
1.7600,0.9693,2.4136,2.4263,0.0000,0.0000,2.2962,2.6442,2.7803,2.6815,2.6299
1.7700,0.9857,2.3010,2.3094,0.0000,0.0000,2.2301,2.5177,2.6531,2.5639,2.5105
1.7800,0.9959,2.1532,2.1779,0.0000,0.0000,2.1500,2.3756,2.5093,2.4301,2.3754
1.7900,0.9999,2.0126,2.0328,0.0000,0.0000,2.0566,2.2186,2.3499,2.2810,2.2253
1.8000,0.9977,1.8392,1.8750,0.0000,0.0000,1.9504,2.0479,2.1759,2.1176,2.0613
1.8100,0.9893,1.6744,1.7054,0.0000,0.0000,1.8321,1.8644,1.9883,1.9407,1.8843
1.8200,0.9748,1.4794,1.5251,0.0000,0.0000,1.7023,1.6694,1.7884,1.7517,1.6955
1.8300,0.9542,1.2946,1.3353,0.0000,0.0000,1.5620,1.4639,1.5773,1.5515,1.4959
1.8400,0.9276,1.0826,1.1370,0.0000,0.0000,1.4119,1.2493,1.3564,1.3415,1.2870
1.8500,0.8953,0.8828,0.9316,0.0000,0.0000,1.2531,1.0270,1.1270,1.1229,1.0699
1.8600,0.8574,0.6589,0.7202,0.0000,0.0000,1.0864,0.7982,0.8907,0.8972,0.8460
1.8700,0.8141,0.4492,0.5043,0.0000,0.0000,0.9130,0.5645,0.6488,0.6658,0.6168
1.8800,0.7658,0.2186,0.2852,0.0000,0.0000,0.7339,0.3273,0.4028,0.4300,0.3836
1.8900,0.7127,0.0045,0.0642,0.0000,0.0000,0.5502,0.0880,0.1543,0.1913,0.1479
1.9000,0.6552,-0.2272,-0.1573,0.0000,0.0000,0.3631,-0.1518,-0.0951,-0.0487,-0.0888
1.9100,0.5936,-0.4402,-0.3778,0.0000,0.0000,0.1738,-0.3907,-0.3439,-0.2885,-0.3251
1.9200,0.5283,-0.6675,-0.5962,0.0000,0.0000,-0.0166,-0.6271,-0.5906,-0.5268,-0.5595
1.9300,0.4597,-0.8738,-0.8108,0.0000,0.0000,-0.2070,-0.8597,-0.8337,-0.7619,-0.7905
1.9400,0.3883,-1.0913,-1.0206,0.0000,0.0000,-0.3960,-1.0868,-1.0715,-0.9924,-1.0166
1.9500,0.3145,-1.2856,-1.2240,0.0000,0.0000,-0.5826,-1.3073,-1.3027,-1.2170,-1.2366
1.9600,0.2386,-1.4881,-1.4199,0.0000,0.0000,-0.7655,-1.5196,-1.5258,-1.4341,-1.4489
1.9700,0.1613,-1.6654,-1.6071,0.0000,0.0000,-0.9437,-1.7224,-1.7393,-1.6424,-1.6523
1.9800,0.0830,-1.8480,-1.7843,0.0000,0.0000,-1.1160,-1.9145,-1.9421,-1.8407,-1.8456
1.9900,0.0042,-2.0036,-1.9505,0.0000,0.0000,-1.2814,-2.0947,-2.1328,-2.0277,-2.0274
2.0000,-0.0746,-2.1621,-2.1047,0.0000,0.0000,-1.4388,-2.2618,-2.3102,-2.2023,-2.1967
2.0100,-0.1530,-2.2919,-2.2458,0.0000,0.0000,-1.5872,-2.4149,-2.4732,-2.3633,-2.3525
2.0200,-0.2304,-2.4225,-2.3730,0.0000,0.0000,-1.7258,-2.5529,-2.6208,-2.5097,-2.4937
2.0300,-0.3064,-2.5232,-2.4856,0.0000,0.0000,-1.8536,-2.6751,-2.7521,-2.6407,-2.6194
2.0400,-0.3805,-2.6228,-2.5827,0.0000,0.0000,-1.9699,-2.7806,-2.8663,-2.7554,-2.7289
2.0500,-0.4522,-2.6917,-2.6639,0.0000,0.0000,-2.0739,-2.8688,-2.9626,-2.8531,-2.8216
2.0600,-0.5211,-2.7580,-2.7285,0.0000,0.0000,-2.1650,-2.9391,-3.0406,-2.9331,-2.8967
2.0700,-0.5868,-2.7931,-2.7762,0.0000,0.0000,-2.2426,-2.9912,-3.0995,-2.9951,-2.9539
2.0800,-0.6488,-2.8247,-2.8068,0.0000,0.0000,-2.3063,-3.0246,-3.1392,-3.0386,-2.9928
2.0900,-0.7068,-2.8251,-2.8199,0.0000,0.0000,-2.3556,-3.0392,-3.1594,-3.0633,-3.0132
2.1000,-0.7603,-2.8213,-2.8156,0.0000,0.0000,-2.3903,-3.0349,-3.1599,-3.0691,-3.0149
2.1100,-0.8092,-2.7867,-2.7938,0.0000,0.0000,-2.4101,-3.0117,-3.1407,-3.0560,-2.9978
2.1200,-0.8530,-2.7478,-2.7547,0.0000,0.0000,-2.4148,-2.9698,-3.1020,-3.0240,-2.9622
2.1300,-0.8915,-2.6790,-2.6985,0.0000,0.0000,-2.4046,-2.9093,-3.0440,-2.9733,-2.9083
2.1400,-0.9244,-2.6062,-2.6256,0.0000,0.0000,-2.3794,-2.8308,-2.9670,-2.9042,-2.8363
2.1500,-0.9516,-2.5046,-2.5364,0.0000,0.0000,-2.3394,-2.7346,-2.8716,-2.8172,-2.7467
2.1600,-0.9729,-2.3998,-2.4315,0.0000,0.0000,-2.2848,-2.6215,-2.7583,-2.7128,-2.6401
2.1700,-0.9881,-2.2679,-2.3115,0.0000,0.0000,-2.2160,-2.4920,-2.6278,-2.5917,-2.5171
2.1800,-0.9971,-2.1338,-2.1773,0.0000,0.0000,-2.1334,-2.3470,-2.4809,-2.4546,-2.3786
2.1900,-1.0000,-1.9747,-2.0295,0.0000,0.0000,-2.0375,-2.1874,-2.3187,-2.3023,-2.2253
2.2000,-0.9966,-1.8149,-1.8692,0.0000,0.0000,-1.9289,-2.0141,-2.1420,-2.1359,-2.0582
2.2100,-0.9871,-1.6323,-1.6973,0.0000,0.0000,-1.8084,-1.8284,-1.9519,-1.9563,-1.8783
2.2200,-0.9713,-1.4510,-1.5149,0.0000,0.0000,-1.6766,-1.6312,-1.7498,-1.7646,-1.6869
2.2300,-0.9496,-1.2493,-1.3232,0.0000,0.0000,-1.5343,-1.4239,-1.5367,-1.5622,-1.4850
2.2400,-0.9219,-1.0510,-1.1233,0.0000,0.0000,-1.3825,-1.2078,-1.3140,-1.3501,-1.2739
2.2500,-0.8885,-0.8352,-0.9164,0.0000,0.0000,-1.2221,-0.9841,-1.0832,-1.1297,-1.0549
2.2600,-0.8496,-0.6250,-0.7039,0.0000,0.0000,-1.0541,-0.7543,-0.8457,-0.9025,-0.8295
2.2700,-0.8053,-0.4003,-0.4872,0.0000,0.0000,-0.8795,-0.5198,-0.6028,-0.6698,-0.5989
2.2800,-0.7561,-0.1835,-0.2674,0.0000,0.0000,-0.6994,-0.2821,-0.3563,-0.4330,-0.3646
2.2900,-0.7022,0.0447,-0.0460,0.0000,0.0000,-0.5150,-0.0426,-0.1075,-0.1937,-0.1282
2.3000,-0.6438,0.2624,0.1755,0.0000,0.0000,-0.3274,0.1972,0.1420,0.0467,0.1090
2.3100,-0.5815,0.4886,0.3960,0.0000,0.0000,-0.1378,0.4357,0.3905,0.2867,0.3455
2.3200,-0.5156,0.7018,0.6139,0.0000,0.0000,0.0527,0.6715,0.6367,0.5247,0.5797
2.3300,-0.4464,0.9204,0.8279,0.0000,0.0000,0.2429,0.9031,0.8789,0.7594,0.8103
